chembl_id,ic50_nm,units,relation,smiles,mw,logp
CHEMBL24843,79.43,nM,=,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1,556.6830000000002,8.965100000000003
CHEMBL24607,46.77,nM,=,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)c(OC)c1,665.605,9.736199999999998
CHEMBL3350947,130.0,nM,=,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccc(F)cc34)cc2)cc1,542.6060000000003,8.571400000000002
CHEMBL25594,54.0,nM,=,COC(=O)C(CCNC(=O)c1ccccc1C(=O)O)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,813.5640000000003,9.789799999999994
CHEMBL24213,100.0,nM,=,O=C(O)COc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1-c1ccccc1,526.6570000000002,8.9565
CHEMBL1084870,53.7,nM,=,CC(C)C[C@@H](Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br)C(=O)O,648.3910000000003,9.760699999999998
CHEMBL433141,800.0,nM,=,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,730.7710000000001,2.7550000000000034
CHEMBL24005,540.0,nM,=,CCCCc1oc2ccccc2c1C(O)c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,430.50000000000017,5.987500000000007
CHEMBL365490,320.0,nM,=,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,524.6160000000003,8.432300000000005
CHEMBL366281,56.0,nM,=,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,603.5120000000003,9.194799999999999
CHEMBL1085070,109.65,nM,=,CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O[C@@H](C(=O)O)c3ccccc3)cc2)cc1,492.64000000000016,8.782600000000002
CHEMBL429385,70.79,nM,=,COc1cccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)c1OC,586.7090000000002,8.973700000000004
CHEMBL24140,460.0,nM,=,O=C(O)/C=C\C(=O)Nc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1O,489.52700000000016,6.642500000000005
CHEMBL280647,230.0,nM,=,CCCCc1oc2ccccc2c1C(O)c1ccc(-c2ccc(O)cc2)cc1,372.46400000000006,6.2297000000000065
CHEMBL26216,130.0,nM,=,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2cc(Br)c(OC(Cc3ccccc3)C(=O)O)c(Br)c2)cc1,701.3330000000002,9.60252
CHEMBL24481,40.0,nM,=,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(C(=O)c5ccccc5)oc5ccccc45)cc3)cc2C2CCCC2)cc1O,658.728,8.8269
CHEMBL188928,346.74,nM,=,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,524.6160000000003,8.432300000000005
